,district,vendor,price,pricePerMeter,originalFlatId,area,market,floatFloor,roomsNumber,buildingMaterial,constructionYear,heating,condition,floorsNumber,availableDate,typeOfBuilding,elevator,snapshotDate
6270,Ursus,https://N-plus.otodom.pl,419000,10270,4bA6N,"40,80",pierwotny,4,2,nieznany,2021,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6271,Mokotów,https://N-plus.otodom.pl,547500,12703,4bA6O,"43,10",pierwotny,9,2,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
6272,Ursus,https://N-plus.otodom.pl,602345,9463,4bA6L,"63,65",pierwotny,1,4,nieznany,2021,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6273,Wawer,https://N-plus.otodom.pl,497500,10452,4bA6K,"47,60",pierwotny,5,2,nieznany,2022,miejskie,do wykończenia,5,2021-02-17,apartamentowiec,yes,2021-05-29
6274,Białołęka,https://N-plus.otodom.pl,681600,8412,4bA6H,"81,03",pierwotny,5,4,nieznany,2022,nieznane,do wykończenia,12,2021-02-17,nieznany,yes,2021-05-29
6275,Białołęka,https://N-plus.otodom.pl,529000,9189,4bA6F,"57,57",pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6276,Białołęka,https://N-plus.otodom.pl,706800,9360,4bA6C,"75,51",pierwotny,3,4,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6277,Białołęka,https://N-plus.otodom.pl,388800,10539,4bA6D,"36,89",pierwotny,6,2,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6278,Białołęka,https://N-plus.otodom.pl,549000,8855,4bA6z,62,pierwotny,parter,4,nieznany,2022,nieznane,do wykończenia,2,2021-02-17,nieznany,yes,2021-05-29
6279,Mokotów,https://N-plus.otodom.pl,476000,12237,4bA6v,"38,90",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,apartamentowiec,yes,2021-05-29
6280,Ursus,https://N-plus.otodom.pl,396000,9900,4bA6x,40,pierwotny,parter,2,nieznany,2021,nieznane,do wykończenia,4,2021-02-17,apartamentowiec,yes,2021-05-29
6281,Rembertów,https://N-plus.otodom.pl,321806,9150,4bA6w,"35,17",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6282,Ursus,https://N-plus.otodom.pl,561000,8766,4bA6u,64,pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,7,2021-02-17,nieznany,yes,2021-05-29
6283,Wola,https://N-plus.otodom.pl,757500,10684,4bA6t,"70,90",pierwotny,1,3,nieznany,2021,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6284,Białołęka,https://N-plus.otodom.pl,445000,8396,4bA6r,53,pierwotny,2,3,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,nieznany,yes,2021-05-29
6285,Białołęka,https://N-plus.otodom.pl,550400,8737,4bA6q,63,pierwotny,2,4,nieznany,2021,nieznane,do wykończenia,2,2021-02-17,nieznany,yes,2021-05-29
6286,Wola,https://N-plus.otodom.pl,953800,9672,4bA6o,"98,61",pierwotny,1,4,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6287,Wola,https://N-plus.otodom.pl,778000,9334,4bA6m,"83,35",pierwotny,1,4,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6288,Mokotów,https://N-plus.otodom.pl,671000,10224,4bA6n,"65,63",pierwotny,2,3,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6289,Ursus,https://N-plus.otodom.pl,506800,9709,4bA6k,"52,20",pierwotny,3,3,nieznany,2021,nieznane,do wykończenia,3,2021-02-17,apartamentowiec,yes,2021-05-29
6290,Mokotów,https://N-plus.otodom.pl,761900,10038,4bA6h,"75,90",pierwotny,1,3,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,apartamentowiec,yes,2021-05-29
6291,Mokotów,https://N-plus.otodom.pl,680990,9956,4bA6d,"68,40",pierwotny,1,3,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
6292,Mokotów,https://N-plus.otodom.pl,514000,12238,4bA6a,42,pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6293,Wola,nieznany,339000,13837,4bkwh,"24,50",wtórny,parter,1,nieznany,1975,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
6294,Mokotów,https://N-plus.otodom.pl,675000,9783,4bA67,69,pierwotny,1,3,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
6295,Białołęka,https://N-plus.otodom.pl,461133,8100,4bA65,"56,93",pierwotny,1,3,nieznany,2021,nieznane,do wykończenia,3,2021-02-17,nieznany,yes,2021-05-29
6296,Bemowo,https://N-plus.otodom.pl,908628,10438,4bA64,"87,05",pierwotny,4,4,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6297,Mokotów,https://N-plus.otodom.pl,479000,12342,4bA62,"38,81",pierwotny,2,2,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6298,Mokotów,https://N-plus.otodom.pl,475678,15006,4bA61,"31,70",pierwotny,10,1,nieznany,2021,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
6299,Mokotów,https://N-plus.otodom.pl,580732,10885,4bA5Z,"53,35",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,10,2021-02-17,nieznany,yes,2021-05-29
6300,Rembertów,https://N-plus.otodom.pl,423000,7690,4bA5V,"55,01",pierwotny,3,3,nieznany,2023,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6301,Białołęka,https://N-plus.otodom.pl,420800,10626,4bA5U,"39,60",pierwotny,5,2,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6302,Białołęka,https://N-plus.otodom.pl,514800,8938,4bA5R,"57,60",pierwotny,5,3,nieznany,2022,nieznane,do wykończenia,12,2021-02-17,nieznany,yes,2021-05-29
6303,Rembertów,https://N-plus.otodom.pl,425500,9422,4bA5Q,"45,16",pierwotny,5,2,nieznany,2023,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6304,Ursus,https://N-plus.otodom.pl,431000,9390,4bA5M,"45,90",pierwotny,3,2,nieznany,2022,nieznane,do wykończenia,7,2021-02-17,apartamentowiec,yes,2021-05-29
6305,Praga-Południe,https://www.otodom.pl/shop/elite-estate-IDufr9/,489000,15774,4bA5D,31,wtórny,1,1,cegła,1935,gazowe,do remontu,2,2021-02-17,kamienica,yes,2021-05-29
6306,Białołęka,nieznany,590000,9833,4aRI1,60,wtórny,1,2,cegła,2015,nieznane,do zamieszkania,2,2021-02-17,apartamentowiec,yes,2021-05-29
6307,Białołęka,nieznany,465000,8774,4b5jz,53,wtórny,parter,3,nieznany,2021,nieznane,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
6308,Białołęka,https://www.otodom.pl/shop/urszula-karczewska-agencja-nieruchomosci-IDwRoh/,450000,8333,4b2MD,54,wtórny,2,2,cegła,2003,gazowe,do zamieszkania,2,2021-02-17,apartamentowiec,yes,2021-05-29
6309,Białołęka,https://www.otodom.pl/shop/hello-house-IDx3al/,"642966,50",7935,4bA5k,"81,03",pierwotny,5,4,nieznany,2022,nieznane,nieznany,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-01-01"">2022-01-01</div></div>",nieznany,yes,2021-05-29
6310,Praga-Południe,https://nikodom.otodom.pl,535000,11889,4bA5i,45,wtórny,7,2,nieznany,2005,miejskie,do zamieszkania,18,2021-02-17,apartamentowiec,yes,2021-05-29
6311,mazowieckie,nieznany,1699000,6293,4bkuv,270,pierwotny,0,więcej niż 10,cegła,2021,gazowe,do wykończenia,2,2021-02-17,apartamentowiec,yes,2021-05-29
6312,Białołęka,https://www.otodom.pl/shop/hello-house-IDx3al/,354457,12866,4axsz,"27,55",pierwotny,7,2,nieznany,2022,nieznane,nieznany,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-01-01"">2022-01-01</div></div>",nieznany,yes,2021-05-29
6313,Ursynów,nieznany,920000,15743,4bA4B,"58,44",wtórny,parter,2,nieznany,2017,nieznane,do zamieszkania,0,2021-02-17,apartamentowiec,yes,2021-05-29
6314,Wola,https://polnocbalicka.otodom.pl,"1374437,44",22363,4bA4U,"61,46",pierwotny,> 10,3,nieznany,2024,miejskie,do wykończenia,29,2021-02-17,nieznany,yes,2021-05-29
6315,Wola,https://polnocbalicka.otodom.pl,1404524,21608,4bA4T,65,pierwotny,> 10,3,nieznany,2024,miejskie,do wykończenia,29,2021-02-17,nieznany,yes,2021-05-29
6316,Wola,https://polnocbalicka.otodom.pl,"983323,47",15976,4bA4R,"61,55",pierwotny,3,3,nieznany,2024,miejskie,do wykończenia,29,2021-02-17,nieznany,yes,2021-05-29
6317,Wola,https://polnocbalicka.otodom.pl,"1267701,88",20626,4bA4O,"61,46",pierwotny,> 10,3,nieznany,2024,miejskie,do wykończenia,29,2021-02-17,nieznany,yes,2021-05-29
6318,Wola,https://polnocbalicka.otodom.pl,"1711014,03",22484,4bA4N,"76,10",pierwotny,> 10,4,nieznany,2024,miejskie,do wykończenia,29,2021-02-17,nieznany,yes,2021-05-29
6319,Ochota,https://loft51.otodom.pl,347000,12804,4bA4M,"27,10",wtórny,6,1,inne,1968,miejskie,do zamieszkania,8,2021-02-17,blok,yes,2021-05-29
6320,Wola,https://polnocbalicka.otodom.pl,"1825362,75",21916,4bA4K,"83,29",pierwotny,> 10,3,nieznany,2024,miejskie,do wykończenia,29,2021-02-17,nieznany,yes,2021-05-29
6321,Praga-Południe,https://koloseum-nieruchomosci.otodom.pl,580000,15263,4bA49,38,pierwotny,6,1,nieznany,2022,miejskie,nieznany,7,2021-02-17,blok,yes,2021-05-29
6322,Praga-Południe,https://koloseum-nieruchomosci.otodom.pl,745000,12627,4bA48,59,pierwotny,2,3,nieznany,2022,miejskie,nieznany,7,2021-02-17,blok,yes,2021-05-29
6323,Mokotów,https://koloseum-nieruchomosci.otodom.pl,480000,12121,4bA46,"39,60",wtórny,2,2,inne,1979,miejskie,do zamieszkania,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6324,Mokotów,https://koloseum-nieruchomosci.otodom.pl,398000,12839,4bA44,31,wtórny,3,1,nieznany,1960,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6325,Mokotów,https://metrohousesadyba.otodom.pl,499000,9397,4b99X,"53,10",wtórny,2,3,beton,1975,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
6326,Śródmieście,https://metrohousesadyba.otodom.pl,868000,14000,4atgq,62,wtórny,5,4,inne,1960,miejskie,do zamieszkania,9,2021-02-17,blok,yes,2021-05-29
6327,Mokotów,https://metrohousesadyba.otodom.pl,525000,13743,4bhwC,"38,20",wtórny,1,2,keramzyt,1972,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
6328,Mokotów,https://www.otodom.pl/shop/home-makers-IDciRh/,485000,10319,4bA3M,47,wtórny,1,3,inne,1970,miejskie,do remontu,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-18"">2021-05-18</div></div>",blok,yes,2021-05-29
6329,Mokotów,https://www.otodom.pl/shop/metrohouse-miasteczko-wilanow-IDuQ5Q/,630000,11820,4bA3x,"53,30",wtórny,5,3,wielka płyta,1972,miejskie,do zamieszkania,10,2021-02-17,blok,yes,2021-05-29
6330,Praga-Południe,nieznany,1250000,8681,49ReT,144,wtórny,3,5,cegła,1999,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
6331,Białołęka,https://www.otodom.pl/shop/hello-house-IDx3al/,514721,10118,4bjro,"50,87",pierwotny,9,3,nieznany,2022,nieznane,nieznany,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2022-01-01"">2022-01-01</div></div>",nieznany,yes,2021-05-29
6332,Mokotów,https://www.otodom.pl/shop/piorek-house-IDi7DK/,689000,11113,4bA2o,62,wtórny,1,3,nieznany,1980,nieznane,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
6333,Targówek,https://www.otodom.pl/shop/eteria-consulting-sp-z-o-o-IDgN84/,279000,9000,4bA2c,31,wtórny,1,1,nieznany,1973,miejskie,do remontu,10,2021-02-17,blok,yes,2021-05-29
6334,Wilanów,https://homeone.otodom.pl,2660000,19000,4bA1N,140,wtórny,4,4,nieznany,2010,nieznane,nieznany,4,2021-02-17,apartamentowiec,yes,2021-05-29
6335,Ochota,https://www.otodom.pl/shop/dn-home-jan-zwolak-IDeBIQ/,770000,15024,4bA1E,"51,25",wtórny,3,2,cegła,1950,miejskie,do zamieszkania,3,2021-02-17,kamienica,yes,2021-05-29
6336,Mokotów,nieznany,910000,13788,4bksf,66,wtórny,1,3,nieznany,2016,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
6337,Mokotów,https://investorius.otodom.pl,739000,12317,4bA16,60,wtórny,parter,2,nieznany,1930,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
6338,Śródmieście,https://investorius.otodom.pl,385000,13064,4bA14,"29,47",wtórny,1,2,nieznany,1960,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
6339,Praga-Północ,https://wawa.otodom.pl,420000,12463,4bA10,"33,70",wtórny,parter,2,cegła,1956,nieznane,do zamieszkania,2,2021-02-17,kamienica,yes,2021-05-29
6340,Wesoła,nieznany,438000,8760,4bA01,50,wtórny,2,2,nieznany,2006,miejskie,nieznany,4,2021-02-17,blok,yes,2021-05-29
6341,Śródmieście,https://www.otodom.pl/shop/partner-house-group-IDwtSy/,720000,15517,49vwf,"46,40",wtórny,1,3,nieznany,2021,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
6342,Białołęka,https://www.otodom.pl/shop/rekomendowane-IDfcgj/,418000,7741,4bzZG,54,pierwotny,0,3,cegła,2021,nieznane,nieznany,2,2021-02-17,blok,yes,2021-05-29
6343,Białołęka,https://www.otodom.pl/shop/rekomendowane-IDfcgj/,448000,7226,4bzZC,62,pierwotny,0,4,cegła,2021,nieznane,nieznany,2,2021-02-17,blok,yes,2021-05-29
6344,Białołęka,nieznany,789000,6337,48PlQ,"124,50",wtórny,4,5,nieznany,2021,nieznane,nieznany,4,2021-02-17,blok,yes,2021-05-29
6345,Białołęka,nieznany,550000,12644,45UAd,"43,50",wtórny,4,2,nieznany,2021,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
6346,Białołęka,https://nikodom.otodom.pl,450000,13235,4bzYS,34,wtórny,0,1,nieznany,2014,miejskie,nieznany,0,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-06-01"">2021-06-01</div></div>",nieznany,yes,2021-05-29
6347,Mokotów,https://polnocbalicka.otodom.pl,549000,15250,4bzYH,36,wtórny,1,2,cegła,2008,miejskie,do zamieszkania,5,2021-02-17,apartamentowiec,yes,2021-05-29
6348,Praga-Południe,nieznany,560000,11752,4bkqG,"47,65",pierwotny,2,3,cegła,2021,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6349,Bemowo,nieznany,335000,11612,4bkqw,"28,85",wtórny,3,1,cegła,1998,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
6350,Śródmieście,https://wilsons.otodom.pl,1350000,17469,4bzXR,"77,28",wtórny,4,3,cegła,1913,miejskie,do remontu,7,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-18"">2021-05-18</div></div>",kamienica,yes,2021-05-29
6351,Wola,https://www.otodom.pl/shop/hsh-nieruchomosci-sp-z-o-o-ID2zGI/,410000,13805,4bzXH,"29,70",wtórny,parter,2,nieznany,1984,miejskie,nieznany,12,2021-02-17,blok,yes,2021-05-29
6352,Praga-Południe,https://www.otodom.pl/shop/piorek-house-IDi7DK/,930000,11703,4bzXf,"79,47",wtórny,4,3,nieznany,2009,nieznane,nieznany,4,2021-02-17,blok,yes,2021-05-29
6353,Wola,https://getinhouse.otodom.pl,700000,14110,4bzX3,"49,61",wtórny,parter,2,nieznany,2021,nieznane,nieznany,8,2021-02-17,apartamentowiec,yes,2021-05-29
6354,Mokotów,https://koloseum-nieruchomosci.otodom.pl,1885000,17696,4bzVM,"106,52",pierwotny,2,5,nieznany,2021,miejskie,nieznany,0,2021-02-17,blok,yes,2021-05-29
6355,Ochota,https://koloseum-nieruchomosci.otodom.pl,500000,12821,4bzVL,39,wtórny,2,1,cegła,1957,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6356,Bielany,https://koloseum-nieruchomosci.otodom.pl,529000,9446,4bzVI,56,wtórny,6,3,inne,1970,miejskie,do remontu,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6357,Wola,https://koloseum-nieruchomosci.otodom.pl,360000,17143,4bzVK,21,wtórny,8,1,inne,2019,miejskie,do zamieszkania,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6358,Ochota,https://investorius.otodom.pl,420000,11290,4bzVE,"37,20",wtórny,2,1,nieznany,1958,nieznane,nieznany,4,2021-02-17,nieznany,yes,2021-05-29
6359,Żoliborz,https://koloseum-nieruchomosci.otodom.pl,469000,15428,4bzVD,"30,40",wtórny,2,1,cegła,1955,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6360,Ochota,https://koloseum-nieruchomosci.otodom.pl,539000,13475,4bzVz,40,wtórny,1,2,inne,2021,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6361,Bemowo,https://koloseum-nieruchomosci.otodom.pl,557000,10712,4bzVw,52,wtórny,5,3,wielka płyta,1975,miejskie,do zamieszkania,11,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6362,Żoliborz,https://metrohousesadyba.otodom.pl,330000,12692,4bzVp,26,wtórny,3,1,beton,1968,miejskie,do zamieszkania,4,2021-02-17,blok,yes,2021-05-29
6363,Włochy,https://www.otodom.pl/shop/daniel-budzynski-IDnlgg/,595000,9917,4bzVo,60,wtórny,2,2,nieznany,1938,miejskie,do zamieszkania,3,2021-02-17,blok,yes,2021-05-29
6364,Bemowo,https://www.otodom.pl/shop/grego-grzegorz-przybylski-IDpFVo/,645000,11947,4bqVh,"53,99",wtórny,3,2,cegła,2006,miejskie,do zamieszkania,5,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-10"">2021-05-10</div></div>",blok,yes,2021-05-29
6365,Białołęka,https://www.otodom.pl/shop/biuro-sprzedazy-ID3Lnq/,446384,7217,4bzVm,"61,85",pierwotny,1,4,cegła,2021,miejskie,do wykończenia,0,2021-02-17,blok,yes,2021-05-29
6366,Białołęka,https://www.otodom.pl/shop/biuro-sprzedazy-ID3Lnq/,421235,7458,4bzVj,"56,48",pierwotny,1,3,cegła,2021,miejskie,do wykończenia,0,2021-02-17,blok,yes,2021-05-29
6367,Wilanów,nieznany,820000,13226,499fH,62,wtórny,2,2,nieznany,2008,nieznane,do zamieszkania,4,2021-02-17,apartamentowiec,yes,2021-05-29
6368,Bielany,https://koloseum-nieruchomosci.otodom.pl,550000,11000,4bqWv,50,wtórny,1,3,inne,1978,miejskie,do zamieszkania,10,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6369,Wola,https://koloseum-nieruchomosci.otodom.pl,1000000,11628,4a2LT,86,pierwotny,3,4,inne,2021,miejskie,nieznany,12,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",apartamentowiec,yes,2021-05-29
6370,Białołęka,https://koloseum-nieruchomosci.otodom.pl,359000,7978,4b7XC,45,wtórny,2,2,inne,2012,miejskie,do zamieszkania,4,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6371,Wola,https://koloseum-nieruchomosci.otodom.pl,520000,10612,4bo1l,49,wtórny,6,3,nieznany,1965,miejskie,do zamieszkania,11,"<div aria-label=""Dostępne od"" class=""css-18h1kfv ev4i3ak3"" role=""region""><div class=""css-o4i8bk ev4i3ak2"" title=""Dostępne od"">Dostępne od<!-- -->:</div><div class=""css-1ytkscc ev4i3ak0"" title=""2021-05-29"">2021-05-29</div></div>",blok,yes,2021-05-29
6372,Ursus,https://N-plus.otodom.pl,289628,10950,4bzWC,"26,45",pierwotny,2,1,nieznany,2022,nieznane,do wykończenia,4,2021-02-17,nieznany,yes,2021-05-29
6373,Białołęka,https://N-plus.otodom.pl,386700,10451,4bzWB,37,pierwotny,6,2,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6374,Białołęka,https://N-plus.otodom.pl,428449,9700,4bzWz,"44,17",pierwotny,1,2,nieznany,2022,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6375,Rembertów,https://N-plus.otodom.pl,452900,7234,4bzWp,"62,61",pierwotny,2,3,nieznany,2023,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
6376,Białołęka,https://N-plus.otodom.pl,547800,9130,4bzWl,60,pierwotny,1,3,nieznany,2022,nieznane,do wykończenia,8,2021-02-17,nieznany,yes,2021-05-29
6377,Rembertów,https://N-plus.otodom.pl,366800,9079,4bzWk,"40,40",pierwotny,parter,2,nieznany,2022,nieznane,do wykończenia,5,2021-02-17,nieznany,yes,2021-05-29
