Kapad Development sp. z o.o.,01.03.2017,ul. Wilanowska 7A/32,mazowieckie,02-765,Warszawa,https://www.otodom.pl/shop/kapad-development-sp-z-o-o-ID7xX8/
KAY INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,25.10.2012,UL. SIENNA 39,mazowieckie,00-121,Warszawa,https://www.otodom.pl/shop/kay-investments-spolka-z-ograniczona-odpowiedzialnoscia-ID2bot/
Kiljańczyk Development Sp. Z o.o.,29.01.2020,Zagójska 7,mazowieckie,04-160,Warszawa,https://www.otodom.pl/shop/kiljanczyk-development-sp-z-o-o-IDuiRq/
KLONDAIK GRZEGORZ WIĘCKOWSKI SPÓŁKA KOMANDYTOWO-AKCYJNA,21.08.2020,AL. Wilanowska 7/2,mazowieckie,02-972,Warszawa,https://www.otodom.pl/shop/klondaik-grzegorz-wieckowski-spolka-komandytowo-akcyjna-IDwMBy/
Kompania Domowa Projekt 3 Sp. z o.o. Sp. K.,13.06.2019,Al. Wojska Polskiego 41/45,mazowieckie,01-503,Warszawa,https://www.otodom.pl/shop/kompania-domowa-projekt-3-sp-z-o-o-sp-k-IDqtDe/
Kompania Domowa Sp. z o.o.,09.01.2019,Al. Wojska Polskiego 41/45,mazowieckie,01-503,Warszawa,https://www.otodom.pl/shop/kompania-domowa-sp-z-o-o-IDmMs0/
KP Development Sp. z o. o. Sp. Komandytowa,05.11.2020,Franciszka Klimczaka 17/80,mazowieckie,02-797,Warszawa,https://www.otodom.pl/shop/kp-development-sp-z-o-o-sp-komandytowa-IDvkPq/
Kristensen Development Sp. z o.o. Sp.k,28.05.2020,Krucza 16/22,mazowieckie,00-526,Warszawa,https://www.otodom.pl/shop/kristensen-development-sp-z-o-o-sp-k-IDwb4n/
Kyrih s.c.,20.12.2019,ul. Aleje Jerozolimskie 200 lok. 324,mazowieckie,02-486,Warszawa,https://www.otodom.pl/shop/kyrih-s-c-IDu3dh/
Lighthouse Development Sp. z o.o S.K.A,08.09.2015,ul. Muszkieterów 15c,mazowieckie,02-273,Warszawa,https://nowezamienie.otodom.pl
