29484;11;864;8872205,00;28641,00;4aTVe;309,769989013672;pierwotny;7;7;nieznany;20210101;miejskie;nieznany;8;20211001;apartamentowiec;no;20210530
29485;6;864;1999000,00;19430,00;4aVZu;102,879997253418;wtórny;3;4;nieznany;20120101;miejskie;do zamieszkania;5;20210409;apartamentowiec;no;20210530
29487;6;864;9800000,00;35739,00;4apY7;274,209991455078;wtórny;1;4;nieznany;20160101;miejskie;do zamieszkania;7;20210305;apartamentowiec;no;20210530
29489;17;864;2500000,00;12171,00;4aCbe;205,399993896484;wtórny;1;5;nieznany;20090101;miejskie;nieznany;2;20210301;apartamentowiec;no;20210530
29490;11;864;7500000,00;25000,00;4aCPq;300;pierwotny;7;1;nieznany;20210101;miejskie;nieznany;8;20211001;apartamentowiec;no;20210530
29491;17;864;2600000,00;14350,00;4aCPr;181,179992675781;wtórny;2;5;nieznany;20090101;miejskie;nieznany;2;20210301;apartamentowiec;no;20210530
29493;6;864;760000,00;11014,00;4agKV;69;wtórny;5;3;nieznany;20020101;miejskie;nieznany;8;20210225;blok;no;20210530
29494;6;864;4500000,00;14851,00;4ahYG;303;wtórny;8;4;nieznany;20120101;miejskie;nieznany;8;20210226;apartamentowiec;no;20210530
29495;11;864;550000,00;22541,00;4aii6;24,3999996185303;wtórny;4;1;nieznany;19560101;miejskie;do zamieszkania;6;20210226;kamienica;no;20210530
29496;11;864;950000,00;20607,00;4aimV;46,0999984741211;wtórny;3;2;nieznany;19390101;miejskie;nieznany;6;20210226;kamienica;no;20210530
29497;17;864;4300000,00;18298,00;4apFT;235;wtórny;1;5;nieznany;20150101;miejskie;do zamieszkania;2;20210305;apartamentowiec;no;20210530
29498;6;175;2200000,00;19920,00;4bL9k;110,440002441406;wtórny;4;4;nieznany;20060101;nieznane;nieznany;5;20210224;nieznany;no;20210530
29499;15;840;4000000,00;7143,00;4bL8J;560;wtórny;3;4;cegła;20150101;gazowe;do zamieszkania;3;20210530;dom wolnostojący;no;20210530
29500;6;1600;1240000,00;14762,00;4bL8s;84;wtórny;4;3;nieznany;20110101;nieznane;do zamieszkania;10;20210529;loft;no;20210530
29501;1;698;367000,00;11916,00;4bDHl;30,7999992370605;wtórny;1;1;inne;20090101;miejskie;do zamieszkania;7;20210521;blok;no;20210530
